,x,y,z,label
244439,22065,1.57635032,0.257994477,Regular
69867,196637,0.191125758,-1.119822141,Regular
267320,-816,-0.634412388,1.119674182,Regular
351195,-84691,-1.122284068,0.584329281,Regular
369149,-102645,2.130796813,0.823276143,Regular
520472,-253968,-1.25387377,-0.348275521,Regular
406335,-139831,-0.274456852,1.566934726,Regular
288795,-22291,-0.479788725,0.648486605,Regular
73888,192616,-1.095431352,0.448937874,Regular
85899,180605,0.82843021,-0.495169474,Regular
435635,-169131,1.479957704,0.173944977,Regular
354966,-88462,-1.979279008,-0.615547902,Regular
515222,-248718,0.223521747,-1.079913617,Regular
247720,18784,2.286572428,0.969268645,Regular
71975,194529,-1.880389327,-0.248975302,Regular
230442,36062,0.339817303,-0.975884598,Regular
445355,-178851,-1.61104695,0.061642225,Regular
83845,182659,-1.5890501,0.500810085,Regular
390550,-124046,-1.058222034,0.758905279,Regular
118394,148110,-0.232305138,-1.549642459,Regular
497737,-231233,-1.60900384,0.106914034,Regular
263505,2999,0.262584175,-1.052788395,Regular
361590,-95086,-0.525554757,0.893798927,Regular
17438,249066,-0.930921938,0.438023153,Regular
243567,22937,1.621280827,0.313729347,Regular
382388,-115884,1.166080263,-0.14655899,Regular
113357,153147,0.956067174,-0.354658849,Regular
362716,-96212,1.497130955,0.180332468,Regular
97989,168515,0.722294081,-0.59744695,Regular
506918,-240414,0.699573643,-0.61600997,Regular
240653,25851,-0.92914404,0.306842572,Regular
316413,-49909,-1.881687877,-0.285878735,Regular
165018,101486,2.999775558,1.686025381,Regular
199943,66561,-1.718342375,0.109461712,Regular
80741,185763,-1.685596416,0.193533828,Regular
346525,-80021,-0.409439918,1.060487527,Regular
78788,187716,0.106963368,-1.216498227,Regular
473632,-207128,-0.791170081,0.670379324,Regular
81680,184824,0.608265843,-0.709663231,Regular
481152,-214648,-0.853093078,0.933217692,Regular
305990,-39486,1.098677784,-0.21650051,Regular
504754,-238250,-0.902538407,0.586026565,Regular
154770,111734,-0.072445521,1.218418026,Regular
48439,218065,0.835929751,-0.476540732,Regular
361139,-94635,0.894938265,-0.423334474,Regular
478060,-211556,0.529801641,-0.781165323,Regular
318308,-51804,-0.34073099,1.154589435,Regular
172567,93937,-0.016953337,-1.324801425,Regular
155975,110529,0.617346714,-0.699607694,Regular
163577,102927,1.954328979,0.638858231,Regular
253434,13070,1.636087357,0.324708392,Regular
522017,-255513,0.056310545,-1.246809323,Regular
371090,-104586,0.330907972,-0.9852128,Regular
99288,167216,-0.686535609,0.933084353,Regular
407538,-141034,-1.12187044,0.155517388,Regular
193942,72562,1.079616284,-0.242447818,Regular
452757,-186253,0.486460324,-0.823075477,Regular
418590,-152086,0.441499861,-0.864366441,Regular
149768,116736,1.084532794,-0.226546417,Regular
341316,-74812,-1.047200408,-2.362090445,Regular
365594,-99090,-1.018162267,0.400471971,Regular
41053,225451,0.085809171,-1.234170694,Regular
252769,13735,-0.609179635,0.544570565,Regular
268167,-1663,1.04013996,-0.267953169,Regular
124124,142380,-0.564651323,-1.874385544,Regular
196775,69729,0.977863509,-0.339193566,Regular
524969,-258465,-0.358046157,1.166805824,Regular
246115,20389,-0.724327604,-2.043678219,Regular
398260,-131756,0.128369261,-1.184368647,Regular
310226,-43722,0.97028576,-0.340139684,Regular
44303,222201,-1.999298979,0.200909246,Regular
366829,-100325,-0.436553112,-1.748032777,Regular
479389,-212885,-1.073997234,-2.385174038,Regular
269148,-2644,-0.29196399,1.211314933,Regular
501798,-235294,0.479877453,-0.826343017,Regular
462334,-195830,-0.728042103,0.874434813,Regular
308463,-41959,-1.953629078,0.23335627,Regular
19516,246988,-1.847428223,-0.683558773,Regular
265033,1471,0.902368722,-0.409290204,Regular
407101,-140597,-1.473228237,0.143696127,Regular
368931,-102427,1.45888616,0.144862753,Regular
210047,56457,0.984662011,-0.325402933,Regular
518355,-251851,-2.508872346,-0.901303606,Regular
442637,-176133,1.004539932,-0.302415961,Regular
331140,-64636,-0.064957827,-1.371181852,Regular
385110,-118606,-0.334811791,1.503348872,Regular
337438,-70934,0.981571905,-0.324725896,Regular
203843,62661,1.319593428,2.317091547,Regular
529802,-263298,0.474724907,-0.83621306,Regular
223912,42592,1.089040719,-0.229424482,Regular
463486,-196982,-1.492630362,0.014353686,Regular
24855,241649,1.415364835,0.103190273,Regular
404334,-137830,1.815877064,0.502292549,Regular
501642,-235138,0.910040695,2.375150113,Regular
469448,-202944,1.80758479,0.501000198,Regular
75682,190822,-1.187393953,0.377438731,Regular
317774,-51270,-0.333757114,-1.643057205,Regular
349423,-82919,0.962794358,-0.355630983,Regular
413599,-147095,1.41963256,0.101098536,Regular
434045,-167541,0.484249118,-0.831133968,Regular
368391,-101887,0.302383868,-1.007390936,Regular
142437,124067,-1.300053436,-0.013498304,Regular
297628,-31124,-0.613543911,0.432008624,Regular
287537,-21033,0.381184936,-0.934696706,Regular
187300,79204,-1.514260124,0.239285253,Regular
371515,-105011,0.584624278,-0.728232482,Regular
491240,-224736,0.68710531,-0.629467963,Regular
339034,-72530,0.217371369,-1.087283807,Regular
8908,257596,0.31784652,-0.994935015,Regular
40314,226190,-0.84534756,0.335153529,Regular
360966,-94462,1.867203838,0.551318248,Regular
483796,-217292,-0.19957967,-1.511054659,Regular
496680,-230176,-0.333161177,-1.645018256,Regular
38104,228400,0.783025763,-0.531448953,Regular
174686,91818,1.64518336,0.335910069,Regular
225432,41072,0.308359495,-1.001020096,Regular
334747,-68243,-0.416786816,0.559546098,Regular
297961,-31457,-0.281613042,1.143428169,Regular
351664,-85160,-0.106247196,1.451051992,Regular
274255,-7751,0.471710708,-0.845364971,Regular
152390,114114,0.830088992,-0.48677045,Regular
64018,202486,-1.314331492,-0.372677222,Regular
157934,108570,-1.450138789,0.135925632,Regular
171944,94560,-1.073983759,0.274387344,Regular
164203,102301,0.977882848,-0.330188617,Regular
151500,115004,1.44625606,0.135629497,Regular
433025,-166521,-0.330364243,1.389105141,Regular
266993,-489,0.593597505,-0.719396257,Regular
149342,117162,-0.711502202,1.058900419,Regular
442327,-175823,0.094478904,-1.218633803,Regular
343989,-77485,-1.178030516,0.171484831,Regular
148501,118003,-1.352471462,0.111450106,Regular
116238,150266,0.467235753,-0.850381987,Regular
414772,-148268,-0.42421021,0.466977302,Regular
377536,-111032,-1.940956576,-0.049143013,Regular
131165,135339,-0.952790237,0.797011722,Regular
254788,11716,-0.36379246,1.16572203,Regular
447791,-181287,-0.220002381,0.927867837,Regular
218375,48129,-0.753802282,0.958225699,Regular
43058,223446,0.290965759,-1.027811311,Regular
214364,52140,-1.004636397,0.391907694,Regular
73096,193408,-0.469206181,1.421713192,Regular
39654,226850,0.716835908,-0.606826721,Regular
271388,-4884,-1.166839605,0.512125533,Regular
377759,-111255,0.626815782,-0.680231688,Regular
466165,-199661,-0.737840704,-2.041567144,Regular
39665,226839,-1.052080914,-0.00929306,Regular
421220,-154716,-0.324420566,1.414484914,Regular
340788,-74284,0.179072448,-1.132532203,Regular
241872,24632,-0.007672123,1.713398789,Regular
138241,128263,0.653824843,-0.659344854,Regular
381504,-115000,2.738109286,4.41745664,Regular
497295,-230791,-1.049958196,-2.360590956,Regular
456465,-189961,0.336873468,-0.971406512,Regular
303909,-37405,-0.053050352,-1.363734105,Regular
383034,-116530,-2.521594817,-0.891867274,Regular
277612,-11108,-1.275227719,0.297895221,Regular
406328,-139824,0.008847336,-1.302116744,Regular
55779,210725,-0.86301295,0.490550062,Regular
281812,-15308,-0.068508063,-1.382631344,Regular
178414,88090,0.749117844,-0.56032335,Regular
158823,107681,1.185753093,-0.132799034,Regular
404913,-138409,-0.842025095,0.893519423,Regular
183216,83288,2.197082077,0.883075522,Regular
410938,-144434,1.986903861,0.681157811,Regular
350787,-84283,0.706784228,-0.604027675,Regular
331935,-65431,-0.647585714,0.916310156,Regular
308809,-42305,-0.302275156,1.155591024,Regular
250462,16042,1.877704124,0.560473908,Regular
306261,-39757,-0.67464578,0.826686756,Regular
381869,-115365,1.03897658,-0.280045217,Regular
500288,-233784,-0.794546206,0.919003755,Regular
395077,-128573,-1.073941871,0.392433627,Regular
221415,45089,-2.109761931,0.114850266,Regular
212781,53723,-0.350241169,0.475995233,Regular
321193,-54689,-1.230150876,0.119796176,Regular
283477,-16973,-1.367455459,0.041453695,Regular
82354,184150,1.74630209,0.430975985,Regular
145351,121153,0.646167505,-0.672391232,Regular
463481,-196977,-0.888025782,0.558238719,Regular
384346,-117842,-1.052468116,0.43748557,Regular
381659,-115155,-1.513055587,-0.189972481,Regular
273205,-6701,-1.41309981,-0.676004509,Regular
72781,193723,0.157162795,-1.160774203,Regular
232137,34367,-1.509171147,0.345108991,Regular
440413,-173909,-0.281634526,0.249583804,Regular
269066,-2562,0.136509414,1.69842624,Regular
311115,-44611,-1.317715661,0.401719366,Regular
191101,75403,1.037464688,-0.281250119,Regular
105506,160998,-1.73765869,-0.14132035,Regular
126729,139775,-0.472039089,0.196953649,Regular
334401,-67897,1.320753459,0.006211014,Regular
191994,74510,-1.594477008,0.204002653,Regular
442754,-176250,2.185861097,0.87625937,Regular
358289,-91785,0.272681334,1.775318829,Regular
367594,-101090,-0.016854523,-1.334855884,Regular
40906,225598,1.189973957,-0.130359628,Regular
35393,231111,-0.407919382,1.166131778,Regular
158049,108455,1.990671858,0.671940153,Regular
387127,-120623,-1.195731689,0.239881672,Regular
324531,-58027,0.403042827,-0.912628871,Regular
484819,-218315,0.257611872,-1.048273603,Regular
355480,-88976,0.43217549,-0.877205801,Regular
261155,5349,-1.159424813,-0.07195319,Regular
287212,-20708,0.842609175,-0.473146306,Regular
276957,-10453,-0.236804033,0.991958779,Regular
241692,24812,-0.335831634,1.314956521,Regular
55091,211413,-0.608406792,1.043426879,Regular
404322,-137818,0.154186285,1.677201347,Regular
430866,-164362,-1.737252193,0.237483018,Regular
206680,59824,-1.538779174,-0.177814178,Regular
266385,119,0.34627232,-0.96902481,Regular
65505,200999,1.102601005,-0.207617008,Regular
183369,83135,1.608683346,0.290696211,Regular
341112,-74608,1.620330083,0.300128992,Regular
31239,235265,1.289087459,-0.031163458,Regular
19712,246792,-0.35621863,0.884366173,Regular
193427,73077,-1.724577509,0.242022568,Regular
63497,203007,0.572864188,-0.746295959,Regular
3820,262684,1.025409201,-0.290814215,Regular
178682,87822,0.097680498,-1.219717438,Regular
205180,61324,-2.305180692,-1.05783737,Regular
364307,-97803,-1.923718166,-0.08830837,Regular
411997,-145493,1.432912158,0.126827933,Regular
461241,-194737,0.352981095,-0.953862161,Regular
225473,41031,1.308584151,3.047981078,Regular
384429,-117925,-0.192586993,-1.497751312,Regular
424901,-158397,1.253871459,-0.051049084,Regular
365382,-98878,0.830918252,2.075031139,Regular
479397,-212893,-1.145858498,0.311736187,Regular
519955,-253451,-1.766298381,-0.856915205,Regular
393539,-127035,-0.780354415,0.678704133,Regular
235551,30953,0.755312061,-0.561261862,Regular
182113,84391,-0.848370461,1.106679807,Regular
406711,-140207,0.355005759,-0.962444182,Regular
380648,-114144,0.269565224,-1.040975863,Regular
520539,-254035,0.099886427,1.562945637,Regular
131152,135352,-0.025040979,-1.34663914,Regular
103304,163200,0.65691113,-0.662210253,Regular
354384,-87880,-1.442068984,0.271116808,Regular
389814,-123310,0.791986696,-0.517101234,Regular
422577,-156073,-1.115180591,0.048628219,Regular
149940,116564,0.704490038,-0.618399175,Regular
109589,156915,0.260968029,-1.057090325,Regular
473224,-206720,-0.974721059,0.419037912,Regular
334059,-67555,-1.205334098,-0.255178889,Regular
264690,1814,0.544854172,-0.770829378,Regular
5970,260534,-0.515040317,1.195156913,Regular
95855,170649,0.396026324,-0.92658915,Regular
113892,152612,0.454162039,-0.855356617,Regular
291433,-24929,0.167036504,-1.141481029,Regular
532484,-265980,0.438904414,-0.865020982,Regular
118982,147522,-0.179140405,-1.501301619,Regular
211262,55242,-1.033061636,0.229766959,Regular
130490,136014,-0.791757973,0.705734389,Regular
516487,-249983,-0.775521274,0.753047969,Regular
157512,108992,0.837523736,2.436875254,Regular
449507,-183003,-1.214097977,0.526992665,Regular
238937,27567,-0.234877167,-1.55362086,Regular
447419,-180915,0.964605624,-0.348242488,Regular
17076,249428,0.3804873,-0.940865974,Regular
478601,-212097,-0.176722985,-1.491864555,Regular
293069,-26565,2.137729426,0.827562443,Regular
48995,217509,1.29732814,-0.012733701,Regular
279840,-13336,-1.453136153,0.454990517,Regular
34036,232468,1.685755989,3.510089425,Regular
360237,-93733,0.479981711,-0.827081998,Regular
197614,68890,-0.766593521,1.143785115,Regular
265211,1293,-2.316244509,-0.588405163,Regular
343471,-76967,0.424392372,-0.881090724,Regular
50385,216119,0.28601767,-1.025572046,Regular
436603,-170099,2.27057503,0.95686269,Regular
478681,-212177,-1.189111146,0.336458268,Regular
531467,-264963,-1.345826891,0.285914486,Regular
226053,40451,-1.421527409,0.176261204,Regular
21287,245217,0.745058405,-0.56821223,Regular
247644,18860,0.582782204,-0.729512545,Regular
418235,-151731,0.688512919,-0.627274941,Regular
331643,-65139,-0.617904109,0.802256002,Regular
965,265539,0.70483193,-0.608486701,Regular
361898,-95394,-1.396394512,0.543868802,Regular
512633,-246129,1.239426968,-0.062783671,Regular
321033,-54529,-0.336283096,1.34444579,Regular
230045,36459,0.639516472,-0.677197261,Regular
110456,156048,4.04371403,2.732048765,Regular
434064,-167560,-1.49620795,0.025220138,Regular
367129,-100625,0.873505414,-0.440541119,Regular
196812,69692,0.050008313,-1.26257907,Regular
433009,-166505,-0.92000542,0.711208437,Regular
308297,-41793,0.584367325,-0.728978512,Regular
335787,-69283,-0.902108304,0.664212713,Regular
460244,-193740,0.329612122,-0.982736643,Regular
397735,-131231,-0.509864205,1.174220246,Regular
471075,-204571,-0.778417159,0.449322955,Regular
292492,-25988,0.692022313,-0.616020414,Regular
404035,-137531,1.372208052,0.062695368,Regular
56933,209571,0.353000627,-0.968365052,Regular
434527,-168023,-0.95660625,0.709543881,Regular
150973,115531,2.580514095,1.263960495,Regular
466147,-199643,-1.958802305,0.2380014,Regular
394344,-127840,-1.618907834,-0.070314574,Regular
17104,249400,-1.109806904,0.462696687,Regular
363385,-96881,0.157626323,-1.149873833,Regular
112488,154016,0.538417607,-0.782409722,Regular
371196,-104692,-1.593892852,-0.245372144,Regular
529735,-263231,0.513833663,-0.797626077,Regular
218151,48353,1.092483332,-0.214751866,Regular
293310,-26806,0.533912934,-0.781559488,Regular
298546,-32042,-1.254300421,0.401250765,Regular
140196,126308,-1.653485043,0.179132445,Regular
380210,-113706,0.634148232,-0.676130663,Regular
171855,94649,-1.302776054,0.16927065,Regular
421011,-154507,-1.133178624,0.347622471,Regular
66693,199811,-0.80559716,0.656884409,Regular
217401,49103,-1.499942182,0.220540797,Regular
388577,-122073,0.834434031,-0.478383776,Regular
195462,71042,-0.356812783,1.322633232,Regular
332851,-66347,0.625895589,-0.688105901,Regular
216979,49525,1.806046934,0.491036371,Regular
82873,183631,-0.650648232,-1.968558668,Regular
346997,-80493,-0.335776634,-1.654350761,Regular
291273,-24769,-1.106122008,0.741371671,Regular
275515,-9011,-0.777982677,0.018720863,Regular
485624,-219120,0.515104174,-0.791134127,Regular
245044,21460,-0.928611206,0.861752516,Regular
88481,178023,0.770799567,-0.540497323,Regular
307013,-40509,1.225614555,-0.082148506,Regular
517596,-251092,-0.506424876,0.404537623,Regular
273918,-7414,0.585614624,-0.732860137,Regular
137052,129452,-0.402649177,-1.719619287,Regular
382655,-116151,3.60974496,2.299779067,Regular
132543,133961,-1.203287125,0.257278133,Regular
58190,208314,2.217920011,0.893648187,Regular
281983,-15479,0.92909116,-0.379354232,Regular
63225,203279,0.778059876,-0.53391279,Regular
315191,-48687,-0.077562042,-1.384349438,Regular
39840,226664,-1.142906818,0.520036405,Regular
211818,54686,0.970330075,-0.347016974,Regular
120454,146050,0.279829004,-1.031346347,Regular
515949,-249445,-0.982784327,0.262194157,Regular
455967,-189463,-1.047666949,0.557198108,Regular
275780,-9276,0.476142088,-0.838252735,Regular
192359,74145,-0.36472405,0.9007605,Regular
365114,-98610,-1.057272708,-2.37222193,Regular
91020,175484,-0.702878893,0.756213958,Regular
117669,148835,-0.298286787,-1.6096829,Regular
165411,101093,0.289191849,-1.031332087,Regular
262118,4386,-0.969095477,0.771762831,Regular
490010,-223506,0.721544211,-0.586965151,Regular
512510,-246006,-0.646531689,0.858914402,Regular
242294,24210,0.66114864,-0.657581794,Regular
61340,205164,0.06590947,-1.254882638,Regular
220632,45872,-1.091240285,0.167201815,Regular
351196,-84692,-0.430257577,0.979522152,Regular
260371,6133,0.34560446,-0.963160209,Regular
480248,-213744,-1.302018123,0.259448047,Regular
269010,-2506,2.552771284,1.23551079,Regular
106808,159696,-1.069251271,0.417275089,Regular
528166,-261662,-0.022367742,-1.33885922,Regular
41928,224576,-1.013232749,0.403426106,Regular
133150,133354,2.277888438,0.95914672,Regular
373389,-106885,0.767426864,-0.546534934,Regular
278064,-11560,-0.735562456,0.866467612,Regular
271609,-5105,-0.268140404,-1.583485401,Regular
166218,100286,-0.978782954,0.525201013,Regular
364201,-97697,0.574132811,-0.736163343,Regular
365063,-98559,-1.129092146,-0.191640601,Regular
199655,66849,0.295031759,1.912393862,Regular
78718,187786,-2.117095164,-0.666273712,Regular
203764,62740,-0.226804977,0.755682109,Regular
326727,-60223,-0.836591527,0.422017019,Regular
440384,-173880,-1.134518637,0.833317874,Regular
490730,-224226,0.957423159,-0.353863435,Regular
141423,125081,2.179797714,0.859645084,Regular
455282,-188778,0.641173147,-0.662537274,Regular
138127,128377,2.401840462,1.082820637,Regular
192516,73988,-0.83742746,0.438970975,Regular
355726,-89222,0.287816427,-1.025541592,Regular
371766,-105262,1.000057623,-0.313207986,Regular
139928,126576,-1.46277104,-0.016661438,Regular
70580,195924,1.130399315,-0.18923899,Regular
50418,216086,-1.199616457,0.608256615,Regular
305239,-38735,0.128776542,-1.189198223,Regular
19102,247402,-0.260549599,1.18729512,Regular
375360,-108856,-0.954193649,0.5092385,Regular
149772,116732,-0.408894254,-1.719429031,Regular
160077,106427,1.652401626,0.340551101,Regular
201961,64543,-0.903548189,0.630115377,Regular
57193,209311,-0.014343975,-1.329199543,Regular
349802,-83298,0.112168853,-1.198977588,Regular
504422,-237918,-0.97057943,0.837642274,Regular
242859,23645,-1.188611661,0.226569228,Regular
343094,-76590,-0.004062112,-1.311260862,Regular
515527,-249023,1.021847594,-0.288311157,Regular
6535,259969,-0.006269996,-1.323334754,Regular
135317,131187,1.046491078,-0.274765842,Regular
115796,150708,-0.591629717,0.740600253,Regular
457879,-191375,-0.259354487,-1.564165752,Regular
475197,-208693,0.043125791,-1.260380732,Regular
17349,249155,-1.290946321,0.326215744,Regular
259375,7129,0.347793155,-0.959951646,Regular
399094,-132590,1.547459932,0.238992306,Regular
201259,65245,-1.122693287,0.224096785,Regular
56544,209960,1.356238897,0.043347734,Regular
435818,-169314,-0.528624453,0.84761568,Regular
341590,-75086,0.92565018,-0.390434108,Regular
221195,45309,1.914214937,0.603621288,Regular
258719,7785,0.251534068,-1.059401662,Regular
229275,37229,1.964236235,0.650493751,Regular
466400,-199896,-1.17092931,0.528525494,Regular
277320,-10816,0.880094376,-0.43557525,Regular
430224,-163720,-0.163917069,1.354006442,Regular
530266,-263762,0.408252096,-0.901715029,Regular
424912,-158408,-1.095438942,0.252635998,Regular
361052,-94548,0.497290608,-0.82180785,Regular
368451,-101947,-1.436275578,0.458711264,Regular
480973,-214469,-0.190890923,1.166111464,Regular
168574,97930,-0.31930054,-1.63012878,Regular
125834,140670,1.0000622,-0.319647956,Regular
320190,-53686,-0.370083075,1.210483154,Regular
80937,185567,-0.837369416,0.725253446,Regular
200970,65534,1.039492086,-0.277752142,Regular
363379,-96875,0.601956286,-0.704642848,Regular
194837,71667,2.013800182,0.702919527,Regular
41928,224576,-1.013232749,0.403426106,Regular
334019,-67515,-0.044572286,-1.359969712,Regular
492511,-226007,0.967892233,-0.343059371,Regular
275061,-8557,0.894221204,-0.421656278,Regular
63073,203431,0.162673593,-1.15660872,Regular
108210,158294,-0.938002485,0.045644329,Regular
157168,109336,0.58613169,-0.730818543,Regular
190327,76177,1.540514193,0.22249767,Regular
334621,-68117,-0.128163605,-1.436053423,Regular
222173,44331,0.283887563,-1.032204969,Regular
210165,56339,-0.162702947,-1.474154043,Regular
391490,-124986,0.988968462,-0.320571318,Regular
101984,164520,-0.778761529,0.136463978,Regular
54515,211989,0.671412275,-0.64863129,Regular
286264,-19760,0.328618841,-0.987754443,Regular
126593,139911,-1.203837671,0.352040239,Regular
73138,193366,1.295566783,2.173358771,Regular
84093,182411,1.839259906,0.52373837,Regular
15323,251181,0.340659609,-0.972319573,Regular
137390,129114,0.653387505,-0.668886469,Regular
22707,243797,0.43813366,-0.881985674,Regular
299823,-33319,0.737171384,-0.579807053,Regular
363623,-97119,2.427419964,1.119918216,Regular
326763,-60259,0.569433155,-0.747732331,Regular
81420,185084,-0.83085151,-0.185403556,Regular
488345,-221841,-1.292415213,0.321499606,Regular
175923,90581,-0.511349885,1.152053405,Regular
524094,-257590,1.746833468,0.436243181,Regular
158117,108387,0.319286784,-0.997655973,Regular
175663,90841,1.816606396,0.501782254,Regular
59501,207003,-0.915533328,0.626977924,Regular
383653,-117149,-0.910664822,-2.222482794,Regular
46796,219708,0.367658406,-0.944988897,Regular
289664,-23160,0.240118021,1.210271758,Regular
522919,-256415,0.042603435,-1.264304952,Regular
514844,-248340,0.927481106,-0.375802792,Regular
308310,-41806,0.335205234,-0.979717136,Regular
491706,-225202,0.623228177,-0.692264749,Regular
26510,239994,0.041852251,-1.271023424,Regular
342895,-76391,-1.124469044,0.488545667,Regular
112351,154153,-0.881013383,0.57250868,Regular
402938,-136434,0.193931676,-1.119520385,Regular
193337,73167,-0.63817007,0.726264829,Regular
154690,111814,-0.250612726,-1.568470585,Regular
46012,220492,-1.560333458,-0.504932706,Regular
428206,-161702,-1.572837218,0.428429921,Regular
98384,168120,1.380424132,0.062065379,Regular
269895,-3391,0.116500864,-1.193132867,Regular
438251,-171747,0.730973553,-0.583557951,Regular
298683,-32179,-0.358020026,0.546189448,Regular
385832,-119328,0.563149641,-0.749502532,Regular
97689,168815,-1.317328992,0.084469765,Regular
381549,-115045,-1.268188953,0.23814688,Regular
428357,-161853,0.985774322,-0.331941686,Regular
468892,-202388,0.431963985,-0.872593038,Regular
95775,170729,2.292774532,0.970724078,Regular
71155,195349,0.112141831,1.517277342,Regular
472508,-206004,1.468663601,0.151480175,Regular
115876,150628,1.019127508,-0.298156585,Regular
49089,217415,1.116577225,-0.202965968,Regular
306285,-39781,0.184379733,1.763220423,Regular
318880,-52376,0.47643659,-0.838293882,Regular
337199,-70695,-1.62591309,-0.029367427,Regular
19344,247160,-1.242892357,-0.064760031,Regular
276814,-10310,-0.026589522,1.390812696,Regular
165776,100728,0.439110198,-0.875404921,Regular
246250,20254,0.418694894,-0.890696753,Regular
233530,32974,-0.663043652,0.055292003,Regular
56510,209994,0.614858851,-0.701055814,Regular
430933,-164429,-0.426022812,-1.74025411,Regular
298415,-31911,1.145933935,-0.171176796,Regular
47407,219097,0.261224186,-1.057554391,Regular
296036,-29532,-0.875867582,0.501586981,Regular
480170,-213666,-0.143599311,1.51430964,Regular
240163,26341,-0.143416585,-1.457406971,Regular
252705,13799,-1.722305681,-0.121710538,Regular
222481,44023,0.040914203,1.428100026,Regular
27984,238520,1.386151633,0.074375637,Regular
146024,120480,0.739066982,2.593803006,Regular
101348,165156,0.358005737,-0.955888469,Regular
2844,263660,-0.067594769,1.961088258,Regular
156553,109951,0.144621204,-1.165477585,Regular
143083,123421,-0.627326058,0.762359123,Regular
222203,44301,1.404928441,0.087797877,Regular
224362,42142,1.024823686,-0.289516046,Regular
37176,229328,-1.099444537,0.655832114,Regular
330062,-63558,1.226616016,-0.082840731,Regular
216778,49726,-0.160536691,0.506674216,Regular
308731,-42227,3.407315808,2.094308141,Regular
207120,59384,0.527141325,-0.789032236,Regular
327929,-61425,0.721235195,2.301089254,Regular
142451,124053,-1.151012963,0.492029629,Regular
205242,61262,0.461170986,-0.857882139,Regular
346821,-80317,-1.179731599,0.415083751,Regular
49094,217410,-1.026729522,0.423628271,Regular
212871,53633,-2.16004628,-0.823165552,Regular
124942,141562,0.534416315,-0.784579678,Regular
5267,261237,0.888065716,-0.430605955,Regular
135862,130642,2.331275906,1.01368561,Regular
241399,25105,-0.416593116,0.923385721,Regular
120979,145525,0.107829646,-1.201637093,Regular
311631,-45127,0.424550665,-0.883202863,Regular
17244,249260,1.047285954,-0.264444299,Regular
365554,-99050,-0.968391012,0.573880167,Regular
319261,-52757,-0.688288465,0.798443601,Regular
229413,37091,0.821718284,2.182020661,Regular
65100,201404,0.536353447,-0.778679314,Regular
115567,150937,0.598906272,-0.711453092,Regular
339962,-73458,1.214524397,2.298403395,Regular
96987,169517,-0.243028769,1.361770935,Regular
420345,-153841,-0.64450971,0.610563684,Regular
14272,252232,0.608192951,1.556430687,Regular
273561,-7057,-1.444925493,-0.209037774,Regular
213555,52949,0.646995105,-0.673510569,Regular
88629,177875,-0.063401201,-1.387133363,Regular
75000,191504,-0.613145068,0.595980214,Regular
115566,150938,-0.709915441,0.778620757,Regular
119143,147361,-0.119884504,1.251355766,Regular
489043,-222539,-0.952439121,-2.263976482,Regular
312772,-46268,-1.635285593,-0.011797558,Regular
102536,163968,0.892132313,-0.428103955,Regular
174938,91566,0.724983132,-0.58926297,Regular
43522,222982,-0.816863893,-0.21286563,Regular
499898,-233394,-0.534911363,1.02152633,Regular
70277,196227,1.381979946,0.06236651,Regular
523706,-257202,-0.412486088,0.955421425,Regular
127874,138630,0.256407083,-1.053960708,Regular
473483,-206979,-1.003457008,0.6773848,Regular
440497,-173993,-0.643752268,1.146692591,Regular
479045,-212541,-0.853148377,0.470299558,Regular
134914,131590,-1.634406784,0.07098275,Regular
440401,-173897,-0.638766403,1.077794331,Regular
522383,-255879,-1.171862935,0.613841408,Regular
416977,-150473,-0.776074784,0.901637061,Regular
396371,-129867,-0.529315727,1.177985495,Regular
443947,-177443,0.51413616,-0.800280314,Regular
517574,-251070,-0.145646726,-1.459622216,Regular
320105,-53601,-1.359998679,0.244081082,Regular
128920,137584,0.497060259,-0.816342074,Regular
334391,-67887,0.073635585,-1.237589781,Regular
501680,-235176,0.414913154,-0.897444928,Regular
198281,68223,0.645585654,-0.674906762,Regular
215707,50797,-0.605304679,0.95611885,Regular
245506,20998,-2.000035824,-0.537876632,Regular
399125,-132621,0.853342285,-0.454059548,Regular
3251,263253,-1.211558465,0.2121531,Regular
507643,-241139,-1.677069053,-0.245926064,Regular
422552,-156048,0.097607623,1.705109127,Regular
323099,-56595,0.258794455,-1.058731445,Regular
25599,240905,-1.314751694,0.189384925,Regular
224534,41970,-1.216196249,0.711280428,Regular
361812,-95308,-0.123929215,1.213144081,Regular
438817,-172313,0.932638679,-0.381926126,Regular
87674,178830,0.422965957,-0.900906989,Regular
518154,-251650,-0.000141059,-1.308432268,Regular
131022,135482,0.071441792,1.531566163,Regular
400608,-134104,0.224102523,-1.084875558,Regular
27467,239037,-0.194552781,-1.510911615,Regular
378116,-111612,-1.739134301,-0.210712058,Regular
55191,211313,1.912106662,0.600972198,Regular
76529,189975,-1.383586961,0.443059271,Regular
376771,-110267,0.332396103,-0.979479302,Regular
8992,257512,0.57185091,-0.749499853,Regular
468133,-201629,0.207201578,-1.108415332,Regular
320816,-54312,-0.181540512,-1.490757704,Regular
26358,240146,0.696809616,-0.623878914,Regular
258726,7778,-0.268972602,-1.577385245,Regular
2495,264009,0.301943816,-1.009399395,Regular
110896,155608,0.141656931,-1.16922877,Regular
371155,-104651,-0.865344742,1.048887609,Regular
264296,2208,-1.140089682,0.266599074,Regular
